order_line_id,order_id,customer_id,product_id,quantity,unit_price,order_ts,status,updated_at
OL-000100000,ORD-00033333,CUST-001127,PROD-0251,2,237.05,2026-08-31 08:00:00,shipped,2026-08-31 12:00:00
OL-000100001,ORD-00033333,CUST-003655,PROD-0559,2,3286.95,2026-08-31 09:00:00,placed,2026-08-31 13:00:00
OL-000100002,ORD-00033334,CUST-000384,PROD-0224,7,268.74,2026-08-31 10:00:00,shipped,2026-08-31 14:00:00
OL-000100003,ORD-00033334,CUST-002933,PROD-0666,1,2746.63,2026-08-31 11:00:00,delivered,2026-08-31 15:00:00
OL-000100004,ORD-00033334,CUST-002414,PROD-0285,7,1151.66,2026-08-31 12:00:00,delivered,2026-08-31 16:00:00
OL-000100005,ORD-00033335,CUST-000654,PROD-0715,1,3671.22,2026-08-31 13:00:00,delivered,2026-08-31 17:00:00
OL-000100006,ORD-00033335,CUST-003921,PROD-0782,5,847.64,2026-08-31 14:00:00,delivered,2026-08-31 18:00:00
OL-000100007,ORD-00033335,CUST-001471,PROD-0868,2,1898.06,2026-08-31 15:00:00,delivered,2026-08-31 19:00:00
OL-000100008,ORD-00033336,CUST-002989,PROD-0471,5,3897.36,2026-08-31 16:00:00,delivered,2026-08-31 12:00:00
OL-000100009,ORD-00033336,CUST-001201,PROD-0850,7,488.78,2026-08-31 17:00:00,delivered,2026-08-31 13:00:00
OL-000100010,ORD-00033336,CUST-002886,PROD-0072,6,2822.01,2026-08-31 18:00:00,placed,2026-08-31 14:00:00
OL-000100011,ORD-00033337,CUST-000327,PROD-0876,4,3737.96,2026-08-31 19:00:00,shipped,2026-08-31 15:00:00
OL-000100012,ORD-00033337,CUST-001858,PROD-0651,2,1898.99,2026-08-31 08:00:00,delivered,2026-08-31 16:00:00
OL-000100013,ORD-00033337,CUST-000859,PROD-0687,3,1852.45,2026-08-31 09:00:00,shipped,2026-08-31 17:00:00
OL-000100014,ORD-00033338,CUST-000701,PROD-0547,2,2970.73,2026-08-31 10:00:00,delivered,2026-08-31 18:00:00
OL-000100015,ORD-00033338,CUST-001106,PROD-0656,3,2283.38,2026-08-31 11:00:00,delivered,2026-08-31 19:00:00
OL-000100016,ORD-00033338,CUST-003453,PROD-0787,4,3323.99,2026-08-31 12:00:00,delivered,2026-08-31 12:00:00
OL-000100017,ORD-00033339,CUST-003298,PROD-0324,4,3966.04,2026-08-31 13:00:00,delivered,2026-08-31 13:00:00
OL-000100018,ORD-00033339,CUST-003863,PROD-0581,2,1107.4,2026-08-31 14:00:00,delivered,2026-08-31 14:00:00
OL-000100019,ORD-00033339,CUST-002045,PROD-0406,6,1115.09,2026-08-31 15:00:00,delivered,2026-08-31 15:00:00
OL-000100020,ORD-00033340,CUST-000572,PROD-0253,8,788.64,2026-08-31 16:00:00,delivered,2026-08-31 16:00:00
OL-000100021,ORD-00033340,CUST-002395,PROD-0439,9,1349.63,2026-08-31 17:00:00,delivered,2026-08-31 17:00:00
OL-000100022,ORD-00033340,CUST-000567,PROD-0522,7,1814.14,2026-08-31 18:00:00,delivered,2026-08-31 18:00:00
OL-000100023,ORD-00033341,CUST-000627,PROD-0643,1,4149.96,2026-08-31 19:00:00,shipped,2026-08-31 19:00:00
OL-000100024,ORD-00033341,CUST-001577,PROD-0391,7,2911.19,2026-08-31 08:00:00,delivered,2026-08-31 12:00:00
OL-000100025,ORD-00033341,CUST-003978,PROD-0567,8,2596.26,2026-08-31 09:00:00,delivered,2026-08-31 13:00:00
OL-000100026,ORD-00033342,CUST-000470,PROD-0699,1,3303.73,2026-08-31 10:00:00,delivered,2026-08-31 14:00:00
OL-000100027,ORD-00033342,CUST-001394,PROD-0115,5,3717.04,2026-08-31 11:00:00,shipped,2026-08-31 15:00:00
OL-000100028,ORD-00033342,CUST-003907,PROD-0740,3,2243.43,2026-08-31 12:00:00,delivered,2026-08-31 16:00:00
OL-000100029,ORD-00033343,CUST-003121,PROD-0183,5,4668.44,2026-08-31 13:00:00,delivered,2026-08-31 17:00:00
OL-000100030,ORD-00033343,CUST-001223,PROD-0862,2,4194.03,2026-08-31 14:00:00,delivered,2026-08-31 18:00:00
OL-000100031,ORD-00033343,CUST-003124,PROD-0166,4,835.29,2026-08-31 15:00:00,delivered,2026-08-31 19:00:00
OL-000100032,ORD-00033344,CUST-002454,PROD-0332,9,4418.55,2026-08-31 16:00:00,delivered,2026-08-31 12:00:00
OL-000100033,ORD-00033344,CUST-003600,PROD-0852,2,4468.18,2026-08-31 17:00:00,delivered,2026-08-31 13:00:00
OL-000100034,ORD-00033344,CUST-003597,PROD-0581,4,391.09,2026-08-31 18:00:00,delivered,2026-08-31 14:00:00
OL-000100035,ORD-00033345,CUST-003343,PROD-0071,2,3545.33,2026-08-31 19:00:00,cancelled,2026-08-31 15:00:00
OL-000100036,ORD-00033345,CUST-000526,PROD-0676,9,3704.11,2026-08-31 08:00:00,delivered,2026-08-31 16:00:00
OL-000100037,ORD-00033345,CUST-002162,PROD-0894,9,892.79,2026-08-31 09:00:00,delivered,2026-08-31 17:00:00
OL-000100038,ORD-00033346,CUST-003094,PROD-0748,4,4467.32,2026-08-31 10:00:00,delivered,2026-08-31 18:00:00
OL-000100039,ORD-00033346,CUST-002752,PROD-0666,5,1987.28,2026-08-31 11:00:00,delivered,2026-08-31 19:00:00
OL-000100040,ORD-00033346,CUST-001016,PROD-0231,9,2232.96,2026-08-31 12:00:00,placed,2026-08-31 12:00:00
OL-000100041,ORD-00033347,CUST-000943,PROD-0603,1,2873.28,2026-08-31 13:00:00,shipped,2026-08-31 13:00:00
OL-000100042,ORD-00033347,CUST-000242,PROD-0235,2,3432.7,2026-08-31 14:00:00,placed,2026-08-31 14:00:00
OL-000100043,ORD-00033347,CUST-000291,PROD-0527,1,4143.09,2026-08-31 15:00:00,shipped,2026-08-31 15:00:00
OL-000100044,ORD-00033348,CUST-000542,PROD-0741,8,1122.63,2026-08-31 16:00:00,delivered,2026-08-31 16:00:00
OL-000100045,ORD-00033348,CUST-001938,PROD-0827,8,1257.23,2026-08-31 17:00:00,delivered,2026-08-31 17:00:00
OL-000100046,ORD-00033348,CUST-001766,PROD-0363,2,573.64,2026-08-31 18:00:00,delivered,2026-08-31 18:00:00
OL-000100047,ORD-00033349,CUST-000222,PROD-0690,8,4162.76,2026-08-31 19:00:00,delivered,2026-08-31 19:00:00
OL-000100048,ORD-00033349,CUST-002983,PROD-0348,2,403.67,2026-08-31 08:00:00,delivered,2026-08-31 12:00:00
OL-000100049,ORD-00033349,CUST-000780,PROD-0550,2,1283.71,2026-08-31 09:00:00,delivered,2026-08-31 13:00:00
OL-000100050,ORD-00033350,CUST-001895,PROD-0256,7,978.72,2026-08-31 10:00:00,delivered,2026-08-31 14:00:00
OL-000100051,ORD-00033350,CUST-003529,PROD-0877,2,2193.85,2026-08-31 11:00:00,delivered,2026-08-31 15:00:00
OL-000100052,ORD-00033350,CUST-002215,PROD-0857,1,3172.04,2026-08-31 12:00:00,placed,2026-08-31 16:00:00
OL-000100053,ORD-00033351,CUST-003477,PROD-0243,2,4455.4,2026-08-31 13:00:00,shipped,2026-08-31 17:00:00
OL-000100054,ORD-00033351,CUST-003542,PROD-0411,8,2372.76,2026-08-31 14:00:00,delivered,2026-08-31 18:00:00
OL-000100055,ORD-00033351,CUST-001600,PROD-0272,3,1893.59,2026-08-31 15:00:00,delivered,2026-08-31 19:00:00
OL-000100056,ORD-00033352,CUST-002854,PROD-0749,8,1454.97,2026-08-31 16:00:00,cancelled,2026-08-31 12:00:00
OL-000100057,ORD-00033352,CUST-001994,PROD-0159,9,3217.56,2026-08-31 17:00:00,shipped,2026-08-31 13:00:00
OL-000100058,ORD-00033352,CUST-002373,PROD-0754,4,4653.56,2026-08-31 18:00:00,delivered,2026-08-31 14:00:00
OL-000100059,ORD-00033353,CUST-002393,PROD-0489,6,387.53,2026-08-31 19:00:00,delivered,2026-08-31 15:00:00
OL-000100060,ORD-00033353,CUST-003936,PROD-0521,9,856.79,2026-08-31 08:00:00,placed,2026-08-31 16:00:00
OL-000100061,ORD-00033353,CUST-000279,PROD-0692,3,440.68,2026-08-31 09:00:00,delivered,2026-08-31 17:00:00
OL-000100062,ORD-00033354,CUST-003647,PROD-0584,7,681.07,2026-08-31 10:00:00,shipped,2026-08-31 18:00:00
OL-000100063,ORD-00033354,CUST-001718,PROD-0674,1,3018.71,2026-08-31 11:00:00,delivered,2026-08-31 19:00:00
OL-000100064,ORD-00033354,CUST-001069,PROD-0210,9,1600.61,2026-08-31 12:00:00,delivered,2026-08-31 12:00:00
OL-000100065,ORD-00033355,CUST-001622,PROD-0135,6,1237.05,2026-08-31 13:00:00,delivered,2026-08-31 13:00:00
OL-000100066,ORD-00033355,CUST-003806,PROD-0770,5,2259.81,2026-08-31 14:00:00,delivered,2026-08-31 14:00:00
OL-000100067,ORD-00033355,CUST-002307,PROD-0103,1,2264.78,2026-08-31 15:00:00,placed,2026-08-31 15:00:00
OL-000100068,ORD-00033356,CUST-000543,PROD-0358,4,2487.54,2026-08-31 16:00:00,delivered,2026-08-31 16:00:00
OL-000100069,ORD-00033356,CUST-000647,PROD-0449,4,1849.39,2026-08-31 17:00:00,delivered,2026-08-31 17:00:00
OL-000100070,ORD-00033356,CUST-003306,PROD-0670,5,2982.65,2026-08-31 18:00:00,delivered,2026-08-31 18:00:00
OL-000100071,ORD-00033357,CUST-002718,PROD-0107,9,1521.09,2026-08-31 19:00:00,delivered,2026-08-31 19:00:00
OL-000100072,ORD-00033357,CUST-003645,PROD-0110,3,1357.7,2026-08-31 08:00:00,delivered,2026-08-31 12:00:00
OL-000100073,ORD-00033357,CUST-002478,PROD-0216,3,1394.59,2026-08-31 09:00:00,delivered,2026-08-31 13:00:00
OL-000100074,ORD-00033358,CUST-003494,PROD-0271,4,3337.49,2026-08-31 10:00:00,delivered,2026-08-31 14:00:00
OL-000100075,ORD-00033358,CUST-003466,PROD-0053,5,4356.97,2026-08-31 11:00:00,placed,2026-08-31 15:00:00
OL-000100076,ORD-00033358,CUST-000181,PROD-0004,7,4001.35,2026-08-31 12:00:00,delivered,2026-08-31 16:00:00
OL-000100077,ORD-00033359,CUST-001073,PROD-0166,3,3101.69,2026-08-31 13:00:00,delivered,2026-08-31 17:00:00
OL-000100078,ORD-00033359,CUST-002298,PROD-0010,9,3422.52,2026-08-31 14:00:00,shipped,2026-08-31 18:00:00
OL-000100079,ORD-00033359,CUST-003419,PROD-0379,3,2673.36,2026-08-31 15:00:00,delivered,2026-08-31 19:00:00
OL-000100080,ORD-00033360,CUST-000172,PROD-0316,3,2131.4,2026-08-31 16:00:00,delivered,2026-08-31 12:00:00
OL-000100081,ORD-00033360,CUST-000861,PROD-0699,1,4326.97,2026-08-31 17:00:00,shipped,2026-08-31 13:00:00
OL-000100082,ORD-00033360,CUST-002294,PROD-0896,2,1775.22,2026-08-31 18:00:00,delivered,2026-08-31 14:00:00
OL-000100083,ORD-00033361,CUST-000970,PROD-0886,3,4452.57,2026-08-31 19:00:00,shipped,2026-08-31 15:00:00
OL-000100084,ORD-00033361,CUST-000102,PROD-0184,3,4245.03,2026-08-31 08:00:00,delivered,2026-08-31 16:00:00
OL-000100085,ORD-00033361,CUST-001687,PROD-0822,6,3781.57,2026-08-31 09:00:00,delivered,2026-08-31 17:00:00
OL-000100086,ORD-00033362,CUST-003226,PROD-0719,4,1368.65,2026-08-31 10:00:00,shipped,2026-08-31 18:00:00
OL-000100087,ORD-00033362,CUST-000912,PROD-0205,1,4138.22,2026-08-31 11:00:00,delivered,2026-08-31 19:00:00
